Todas las listas possibles
┌──────────────────────────────────────┬────────────┬─────────────────┐
│ Lista                                │ Peso Total │ Beneficio Total │
├──────────────────────────────────────┼────────────┼─────────────────┤
│ []                                   │ 0          │ 0               │
│ [:C, :E, :G, :H]                     │ 42         │ 170             │
│ [:C, :E, :G, :H, :I]                 │ 67         │ 185             │
│ [:C, :E, :F]                         │ 30         │ 210             │
│ [:C, :E, :F, :I]                     │ 55         │ 225             │
│ [:C, :E, :F, :H]                     │ 50         │ 260             │
│ [:C, :E, :F, :H, :I]                 │ 75         │ 275             │
│ [:C, :E, :F, :G]                     │ 37         │ 220             │
│ [:C, :E, :F, :G, :I]                 │ 62         │ 235             │
│ [:C, :E, :F, :G, :H]                 │ 57         │ 270             │
│ [:C, :E, :F, :G, :H, :I]             │ 82         │ 285             │
│ [:C, :D]                             │ 12         │ 170             │
│ [:C, :D, :I]                         │ 37         │ 185             │
│ [:C, :D, :H]                         │ 32         │ 220             │
│ [:C, :D, :H, :I]                     │ 57         │ 235             │
│ [:C, :D, :G]                         │ 19         │ 180             │
│ [:C, :D, :G, :I]                     │ 44         │ 195             │
│ [:C, :D, :G, :H]                     │ 39         │ 230             │
│ [:C, :D, :G, :H, :I]                 │ 64         │ 245             │
│ [:C, :D, :F]                         │ 27         │ 270             │
│ [:C, :D, :F, :I]                     │ 52         │ 285             │
│ [:C, :D, :F, :H]                     │ 47         │ 320             │
│ [:C, :D, :F, :H, :I]                 │ 72         │ 335             │
│ [:C, :D, :F, :G]                     │ 34         │ 280             │
│ [:C, :D, :F, :G, :I]                 │ 59         │ 295             │
│ [:C, :D, :F, :G, :H]                 │ 54         │ 330             │
│ [:C, :D, :F, :G, :H, :I]             │ 79         │ 345             │
│ [:C, :D, :E]                         │ 19         │ 210             │
│ [:C, :D, :E, :I]                     │ 44         │ 225             │
│ [:C, :D, :E, :H]                     │ 39         │ 260             │
│ [:C, :D, :E, :H, :I]                 │ 64         │ 275             │
│ [:C, :D, :E, :G]                     │ 26         │ 220             │
│ [:C, :D, :E, :G, :I]                 │ 51         │ 235             │
│ [:C, :D, :E, :G, :H]                 │ 46         │ 270             │
│ [:C, :D, :E, :G, :H, :I]             │ 71         │ 285             │
│ [:C, :D, :E, :F]                     │ 34         │ 310             │
│ [:C, :D, :E, :F, :I]                 │ 59         │ 325             │
│ [:C, :D, :E, :F, :H]                 │ 54         │ 360             │
│ [:C, :D, :E, :F, :H, :I]             │ 79         │ 375             │
│ [:C, :D, :E, :F, :G]                 │ 41         │ 320             │
│ [:C, :D, :E, :F, :G, :I]             │ 66         │ 335             │
│ [:C, :D, :E, :F, :G, :H]             │ 61         │ 370             │
│ [:C, :D, :E, :F, :G, :H, :I]         │ 86         │ 385             │
│ [:B]                                 │ 10         │ 70              │
│ [:B, :I]                             │ 35         │ 85              │
│ [:B, :H]                             │ 30         │ 120             │
│ [:B, :H, :I]                         │ 55         │ 135             │
│ [:B, :G]                             │ 17         │ 80              │
│ [:B, :G, :I]                         │ 42         │ 95              │
│ [:B, :G, :H]                         │ 37         │ 130             │
│ [:B, :G, :H, :I]                     │ 62         │ 145             │
│ [:B, :F]                             │ 25         │ 170             │
│ [:B, :F, :I]                         │ 50         │ 185             │
│ [:B, :F, :H]                         │ 45         │ 220             │
│ [:B, :F, :H, :I]                     │ 70         │ 235             │
│ [:B, :F, :G]                         │ 32         │ 180             │
│ [:B, :F, :G, :I]                     │ 57         │ 195             │
│ [:B, :F, :G, :H]                     │ 52         │ 230             │
│ [:B, :F, :G, :H, :I]                 │ 77         │ 245             │
│ [:B, :E]                             │ 17         │ 110             │
│ [:B, :E, :I]                         │ 42         │ 125             │
│ [:B, :E, :H]                         │ 37         │ 160             │
│ [:B, :E, :H, :I]                     │ 62         │ 175             │
│ [:B, :E, :G]                         │ 24         │ 120             │
│ [:B, :E, :G, :I]                     │ 49         │ 135             │
│ [:B, :E, :G, :H]                     │ 44         │ 170             │
│ [:B, :E, :G, :H, :I]                 │ 69         │ 185             │
│ [:B, :E, :F]                         │ 32         │ 210             │
│ [:B, :E, :F, :I]                     │ 57         │ 225             │
│ [:B, :E, :F, :H]                     │ 52         │ 260             │
│ [:B, :E, :F, :H, :I]                 │ 77         │ 275             │
│ [:B, :E, :F, :G]                     │ 39         │ 220             │
│ [:B, :E, :F, :G, :I]                 │ 64         │ 235             │
│ [:B, :E, :F, :G, :H]                 │ 59         │ 270             │
│ [:B, :E, :F, :G, :H, :I]             │ 84         │ 285             │
│ [:B, :D]                             │ 14         │ 170             │
│ [:B, :D, :I]                         │ 39         │ 185             │
│ [:B, :D, :H]                         │ 34         │ 220             │
│ [:B, :D, :H, :I]                     │ 59         │ 235             │
│ [:B, :D, :G]                         │ 21         │ 180             │
│ [:B, :D, :G, :I]                     │ 46         │ 195             │
│ [:B, :D, :G, :H]                     │ 41         │ 230             │
│ [:B, :D, :G, :H, :I]                 │ 66         │ 245             │
│ [:B, :D, :F]                         │ 29         │ 270             │
│ [:B, :D, :F, :I]                     │ 54         │ 285             │
│ [:B, :D, :F, :H]                     │ 49         │ 320             │
│ [:B, :D, :F, :H, :I]                 │ 74         │ 335             │
│ [:B, :D, :F, :G]                     │ 36         │ 280             │
│ [:B, :D, :F, :G, :I]                 │ 61         │ 295             │
│ [:B, :D, :F, :G, :H]                 │ 56         │ 330             │
│ [:B, :D, :F, :G, :H, :I]             │ 81         │ 345             │
│ [:B, :D, :E]                         │ 21         │ 210             │
│ [:B, :D, :E, :I]                     │ 46         │ 225             │
│ [:B, :D, :E, :H]                     │ 41         │ 260             │
│ [:B, :D, :E, :H, :I]                 │ 66         │ 275             │
│ [:B, :D, :E, :G]                     │ 28         │ 220             │
│ [:B, :D, :E, :G, :I]                 │ 53         │ 235             │
│ [:B, :D, :E, :G, :H]                 │ 48         │ 270             │
│ [:B, :D, :E, :G, :H, :I]             │ 73         │ 285             │
│ [:B, :D, :E, :F]                     │ 36         │ 310             │
│ [:B, :D, :E, :F, :I]                 │ 61         │ 325             │
│ [:B, :D, :E, :F, :H]                 │ 56         │ 360             │
│ [:B, :D, :E, :F, :H, :I]             │ 81         │ 375             │
│ [:B, :D, :E, :F, :G]                 │ 43         │ 320             │
│ [:B, :D, :E, :F, :G, :I]             │ 68         │ 335             │
│ [:B, :D, :E, :F, :G, :H]             │ 63         │ 370             │
│ [:B, :D, :E, :F, :G, :H, :I]         │ 88         │ 385             │
│ [:B, :C]                             │ 18         │ 140             │
│ [:B, :C, :I]                         │ 43         │ 155             │
│ [:B, :C, :H]                         │ 38         │ 190             │
│ [:B, :C, :H, :I]                     │ 63         │ 205             │
│ [:B, :C, :G]                         │ 25         │ 150             │
│ [:B, :C, :G, :I]                     │ 50         │ 165             │
│ [:B, :C, :G, :H]                     │ 45         │ 200             │
│ [:B, :C, :G, :H, :I]                 │ 70         │ 215             │
│ [:B, :C, :F]                         │ 33         │ 240             │
│ [:B, :C, :F, :I]                     │ 58         │ 255             │
│ [:B, :C, :F, :H]                     │ 53         │ 290             │
│ [:B, :C, :F, :H, :I]                 │ 78         │ 305             │
│ [:B, :C, :F, :G]                     │ 40         │ 250             │
│ [:B, :C, :F, :G, :I]                 │ 65         │ 265             │
│ [:B, :C, :F, :G, :H]                 │ 60         │ 300             │
│ [:B, :C, :F, :G, :H, :I]             │ 85         │ 315             │
│ [:B, :C, :E]                         │ 25         │ 180             │
│ [:B, :C, :E, :I]                     │ 50         │ 195             │
│ [:B, :C, :E, :H]                     │ 45         │ 230             │
│ [:B, :C, :E, :H, :I]                 │ 70         │ 245             │
│ [:B, :C, :E, :G]                     │ 32         │ 190             │
│ [:B, :C, :E, :G, :I]                 │ 57         │ 205             │
│ [:B, :C, :E, :G, :H]                 │ 52         │ 240             │
│ [:B, :C, :E, :G, :H, :I]             │ 77         │ 255             │
│ [:B, :C, :E, :F]                     │ 40         │ 280             │
│ [:B, :C, :E, :F, :I]                 │ 65         │ 295             │
│ [:B, :C, :E, :F, :H]                 │ 60         │ 330             │
│ [:B, :C, :E, :F, :H, :I]             │ 85         │ 345             │
│ [:B, :C, :E, :F, :G]                 │ 47         │ 290             │
│ [:B, :C, :E, :F, :G, :I]             │ 72         │ 305             │
│ [:B, :C, :E, :F, :G, :H]             │ 67         │ 340             │
│ [:B, :C, :E, :F, :G, :H, :I]         │ 92         │ 355             │
│ [:B, :C, :D]                         │ 22         │ 240             │
│ [:B, :C, :D, :I]                     │ 47         │ 255             │
│ [:B, :C, :D, :H]                     │ 42         │ 290             │
│ [:B, :C, :D, :H, :I]                 │ 67         │ 305             │
│ [:B, :C, :D, :G]                     │ 29         │ 250             │
│ [:B, :C, :D, :G, :I]                 │ 54         │ 265             │
│ [:B, :C, :D, :G, :H]                 │ 49         │ 300             │
│ [:B, :C, :D, :G, :H, :I]             │ 74         │ 315             │
│ [:B, :C, :D, :F]                     │ 37         │ 340             │
│ [:B, :C, :D, :F, :I]                 │ 62         │ 355             │
│ [:B, :C, :D, :F, :H]                 │ 57         │ 390             │
│ [:B, :C, :D, :F, :H, :I]             │ 82         │ 405             │
│ [:B, :C, :D, :F, :G]                 │ 44         │ 350             │
│ [:B, :C, :D, :F, :G, :I]             │ 69         │ 365             │
│ [:B, :C, :D, :F, :G, :H]             │ 64         │ 400             │
│ [:B, :C, :D, :F, :G, :H, :I]         │ 89         │ 415             │
│ [:B, :C, :D, :E]                     │ 29         │ 280             │
│ [:B, :C, :D, :E, :I]                 │ 54         │ 295             │
│ [:B, :C, :D, :E, :H]                 │ 49         │ 330             │
│ [:B, :C, :D, :E, :H, :I]             │ 74         │ 345             │
│ [:B, :C, :D, :E, :G]                 │ 36         │ 290             │
│ [:B, :C, :D, :E, :G, :I]             │ 61         │ 305             │
│ [:B, :C, :D, :E, :G, :H]             │ 56         │ 340             │
│ [:B, :C, :D, :E, :G, :H, :I]         │ 81         │ 355             │
│ [:B, :C, :D, :E, :F]                 │ 44         │ 380             │
│ [:B, :C, :D, :E, :F, :I]             │ 69         │ 395             │
│ [:B, :C, :D, :E, :F, :H]             │ 64         │ 430             │
│ [:B, :C, :D, :E, :F, :H, :I]         │ 89         │ 445             │
│ [:B, :C, :D, :E, :F, :G]             │ 51         │ 390             │
│ [:B, :C, :D, :E, :F, :G, :I]         │ 76         │ 405             │
│ [:B, :C, :D, :E, :F, :G, :H]         │ 71         │ 440             │
│ [:B, :C, :D, :E, :F, :G, :H, :I]     │ 96         │ 455             │
│ [:A]                                 │ 30         │ 100             │
│ [:A, :I]                             │ 55         │ 115             │
│ [:A, :H]                             │ 50         │ 150             │
│ [:A, :H, :I]                         │ 75         │ 165             │
│ [:A, :G]                             │ 37         │ 110             │
│ [:A, :G, :I]                         │ 62         │ 125             │
│ [:A, :G, :H]                         │ 57         │ 160             │
│ [:A, :G, :H, :I]                     │ 82         │ 175             │
│ [:A, :F]                             │ 45         │ 200             │
│ [:A, :F, :I]                         │ 70         │ 215             │
│ [:A, :F, :H]                         │ 65         │ 250             │
│ [:A, :F, :H, :I]                     │ 90         │ 265             │
│ [:A, :F, :G]                         │ 52         │ 210             │
│ [:A, :F, :G, :I]                     │ 77         │ 225             │
│ [:A, :F, :G, :H]                     │ 72         │ 260             │
│ [:A, :F, :G, :H, :I]                 │ 97         │ 275             │
│ [:A, :E]                             │ 37         │ 140             │
│ [:A, :E, :I]                         │ 62         │ 155             │
│ [:A, :E, :H]                         │ 57         │ 190             │
│ [:A, :E, :H, :I]                     │ 82         │ 205             │
│ [:A, :E, :G]                         │ 44         │ 150             │
│ [:A, :E, :G, :I]                     │ 69         │ 165             │
│ [:A, :E, :G, :H]                     │ 64         │ 200             │
│ [:A, :E, :G, :H, :I]                 │ 89         │ 215             │
│ [:A, :E, :F]                         │ 52         │ 240             │
│ [:A, :E, :F, :I]                     │ 77         │ 255             │
│ [:A, :E, :F, :H]                     │ 72         │ 290             │
│ [:A, :E, :F, :H, :I]                 │ 97         │ 305             │
│ [:A, :E, :F, :G]                     │ 59         │ 250             │
│ [:A, :E, :F, :G, :I]                 │ 84         │ 265             │
│ [:A, :E, :F, :G, :H]                 │ 79         │ 300             │
│ [:A, :E, :F, :G, :H, :I]             │ 104        │ 315             │
│ [:A, :D]                             │ 34         │ 200             │
│ [:A, :D, :I]                         │ 59         │ 215             │
│ [:A, :D, :H]                         │ 54         │ 250             │
│ [:A, :D, :H, :I]                     │ 79         │ 265             │
│ [:A, :D, :G]                         │ 41         │ 210             │
│ [:A, :D, :G, :I]                     │ 66         │ 225             │
│ [:A, :D, :G, :H]                     │ 61         │ 260             │
│ [:A, :D, :G, :H, :I]                 │ 86         │ 275             │
│ [:A, :D, :F]                         │ 49         │ 300             │
│ [:A, :D, :F, :I]                     │ 74         │ 315             │
│ [:A, :D, :F, :H]                     │ 69         │ 350             │
│ [:A, :D, :F, :H, :I]                 │ 94         │ 365             │
│ [:A, :D, :F, :G]                     │ 56         │ 310             │
│ [:A, :D, :F, :G, :I]                 │ 81         │ 325             │
│ [:A, :D, :F, :G, :H]                 │ 76         │ 360             │
│ [:A, :D, :F, :G, :H, :I]             │ 101        │ 375             │
│ [:A, :D, :E]                         │ 41         │ 240             │
│ [:A, :D, :E, :I]                     │ 66         │ 255             │
│ [:A, :D, :E, :H]                     │ 61         │ 290             │
│ [:A, :D, :E, :H, :I]                 │ 86         │ 305             │
│ [:A, :D, :E, :G]                     │ 48         │ 250             │
│ [:A, :D, :E, :G, :I]                 │ 73         │ 265             │
│ [:A, :D, :E, :G, :H]                 │ 68         │ 300             │
│ [:A, :D, :E, :G, :H, :I]             │ 93         │ 315             │
│ [:A, :D, :E, :F]                     │ 56         │ 340             │
│ [:A, :D, :E, :F, :I]                 │ 81         │ 355             │
│ [:A, :D, :E, :F, :H]                 │ 76         │ 390             │
│ [:A, :D, :E, :F, :H, :I]             │ 101        │ 405             │
│ [:A, :D, :E, :F, :G]                 │ 63         │ 350             │
│ [:A, :D, :E, :F, :G, :I]             │ 88         │ 365             │
│ [:A, :D, :E, :F, :G, :H]             │ 83         │ 400             │
│ [:A, :D, :E, :F, :G, :H, :I]         │ 108        │ 415             │
│ [:A, :C]                             │ 38         │ 170             │
│ [:A, :C, :I]                         │ 63         │ 185             │
│ [:A, :C, :H]                         │ 58         │ 220             │
│ [:A, :C, :H, :I]                     │ 83         │ 235             │
│ [:A, :C, :G]                         │ 45         │ 180             │
│ [:A, :C, :G, :I]                     │ 70         │ 195             │
│ [:A, :C, :G, :H]                     │ 65         │ 230             │
│ [:A, :C, :G, :H, :I]                 │ 90         │ 245             │
│ [:A, :C, :F]                         │ 53         │ 270             │
│ [:A, :C, :F, :I]                     │ 78         │ 285             │
│ [:A, :C, :F, :H]                     │ 73         │ 320             │
│ [:A, :C, :F, :H, :I]                 │ 98         │ 335             │
│ [:A, :C, :F, :G]                     │ 60         │ 280             │
│ [:A, :C, :F, :G, :I]                 │ 85         │ 295             │
│ [:A, :C, :F, :G, :H]                 │ 80         │ 330             │
│ [:A, :C, :F, :G, :H, :I]             │ 105        │ 345             │
│ [:A, :C, :E]                         │ 45         │ 210             │
│ [:A, :C, :E, :I]                     │ 70         │ 225             │
│ [:A, :C, :E, :H]                     │ 65         │ 260             │
│ [:A, :C, :E, :H, :I]                 │ 90         │ 275             │
│ [:A, :C, :E, :G]                     │ 52         │ 220             │
│ [:A, :C, :E, :G, :I]                 │ 77         │ 235             │
│ [:A, :C, :E, :G, :H]                 │ 72         │ 270             │
│ [:A, :C, :E, :G, :H, :I]             │ 97         │ 285             │
│ [:A, :C, :E, :F]                     │ 60         │ 310             │
│ [:A, :C, :E, :F, :I]                 │ 85         │ 325             │
│ [:A, :C, :E, :F, :H]                 │ 80         │ 360             │
│ [:A, :C, :E, :F, :H, :I]             │ 105        │ 375             │
│ [:A, :C, :E, :F, :G]                 │ 67         │ 320             │
│ [:A, :C, :E, :F, :G, :I]             │ 92         │ 335             │
│ [:A, :C, :E, :F, :G, :H]             │ 87         │ 370             │
│ [:A, :C, :E, :F, :G, :H, :I]         │ 112        │ 385             │
│ [:A, :C, :D]                         │ 42         │ 270             │
│ [:A, :C, :D, :I]                     │ 67         │ 285             │
│ [:A, :C, :D, :H]                     │ 62         │ 320             │
│ [:A, :C, :D, :H, :I]                 │ 87         │ 335             │
│ [:A, :C, :D, :G]                     │ 49         │ 280             │
│ [:A, :C, :D, :G, :I]                 │ 74         │ 295             │
│ [:A, :C, :D, :G, :H]                 │ 69         │ 330             │
│ [:A, :C, :D, :G, :H, :I]             │ 94         │ 345             │
│ [:A, :C, :D, :F]                     │ 57         │ 370             │
│ [:A, :C, :D, :F, :I]                 │ 82         │ 385             │
│ [:A, :C, :D, :F, :H]                 │ 77         │ 420             │
│ [:A, :C, :D, :F, :H, :I]             │ 102        │ 435             │
│ [:A, :C, :D, :F, :G]                 │ 64         │ 380             │
│ [:A, :C, :D, :F, :G, :I]             │ 89         │ 395             │
│ [:A, :C, :D, :F, :G, :H]             │ 84         │ 430             │
│ [:A, :C, :D, :F, :G, :H, :I]         │ 109        │ 445             │
│ [:A, :C, :D, :E]                     │ 49         │ 310             │
│ [:A, :C, :D, :E, :I]                 │ 74         │ 325             │
│ [:A, :C, :D, :E, :H]                 │ 69         │ 360             │
│ [:A, :C, :D, :E, :H, :I]             │ 94         │ 375             │
│ [:A, :C, :D, :E, :G]                 │ 56         │ 320             │
│ [:A, :C, :D, :E, :G, :I]             │ 81         │ 335             │
│ [:A, :C, :D, :E, :G, :H]             │ 76         │ 370             │
│ [:A, :C, :D, :E, :G, :H, :I]         │ 101        │ 385             │
│ [:A, :C, :D, :E, :F]                 │ 64         │ 410             │
│ [:A, :C, :D, :E, :F, :I]             │ 89         │ 425             │
│ [:A, :C, :D, :E, :F, :H]             │ 84         │ 460             │
│ [:A, :C, :D, :E, :F, :H, :I]         │ 109        │ 475             │
│ [:A, :C, :D, :E, :F, :G]             │ 71         │ 420             │
│ [:A, :C, :D, :E, :F, :G, :I]         │ 96         │ 435             │
│ [:A, :C, :D, :E, :F, :G, :H]         │ 91         │ 470             │
│ [:A, :C, :D, :E, :F, :G, :H, :I]     │ 116        │ 485             │
│ [:A, :B]                             │ 40         │ 170             │
│ [:A, :B, :I]                         │ 65         │ 185             │
│ [:A, :B, :H]                         │ 60         │ 220             │
│ [:A, :B, :H, :I]                     │ 85         │ 235             │
│ [:A, :B, :G]                         │ 47         │ 180             │
│ [:A, :B, :G, :I]                     │ 72         │ 195             │
│ [:A, :B, :G, :H]                     │ 67         │ 230             │
│ [:A, :B, :G, :H, :I]                 │ 92         │ 245             │
│ [:A, :B, :F]                         │ 55         │ 270             │
│ [:A, :B, :F, :I]                     │ 80         │ 285             │
│ [:A, :B, :F, :H]                     │ 75         │ 320             │
│ [:A, :B, :F, :H, :I]                 │ 100        │ 335             │
│ [:A, :B, :F, :G]                     │ 62         │ 280             │
│ [:A, :B, :F, :G, :I]                 │ 87         │ 295             │
│ [:A, :B, :F, :G, :H]                 │ 82         │ 330             │
│ [:A, :B, :F, :G, :H, :I]             │ 107        │ 345             │
│ [:A, :B, :E]                         │ 47         │ 210             │
│ [:A, :B, :E, :I]                     │ 72         │ 225             │
│ [:A, :B, :E, :H]                     │ 67         │ 260             │
│ [:A, :B, :E, :H, :I]                 │ 92         │ 275             │
│ [:A, :B, :E, :G]                     │ 54         │ 220             │
│ [:A, :B, :E, :G, :I]                 │ 79         │ 235             │
│ [:A, :B, :E, :G, :H]                 │ 74         │ 270             │
│ [:A, :B, :E, :G, :H, :I]             │ 99         │ 285             │
│ [:A, :B, :E, :F]                     │ 62         │ 310             │
│ [:A, :B, :E, :F, :I]                 │ 87         │ 325             │
│ [:A, :B, :E, :F, :H]                 │ 82         │ 360             │
│ [:A, :B, :E, :F, :H, :I]             │ 107        │ 375             │
│ [:A, :B, :E, :F, :G]                 │ 69         │ 320             │
│ [:A, :B, :E, :F, :G, :I]             │ 94         │ 335             │
│ [:A, :B, :E, :F, :G, :H]             │ 89         │ 370             │
│ [:A, :B, :E, :F, :G, :H, :I]         │ 114        │ 385             │
│ [:A, :B, :D]                         │ 44         │ 270             │
│ [:A, :B, :D, :I]                     │ 69         │ 285             │
│ [:A, :B, :D, :H]                     │ 64         │ 320             │
│ [:A, :B, :D, :H, :I]                 │ 89         │ 335             │
│ [:A, :B, :D, :G]                     │ 51         │ 280             │
│ [:A, :B, :D, :G, :I]                 │ 76         │ 295             │
│ [:A, :B, :D, :G, :H]                 │ 71         │ 330             │
│ [:A, :B, :D, :G, :H, :I]             │ 96         │ 345             │
│ [:A, :B, :D, :F]                     │ 59         │ 370             │
│ [:A, :B, :D, :F, :I]                 │ 84         │ 385             │
│ [:A, :B, :D, :F, :H]                 │ 79         │ 420             │
│ [:A, :B, :D, :F, :H, :I]             │ 104        │ 435             │
│ [:A, :B, :D, :F, :G]                 │ 66         │ 380             │
│ [:A, :B, :D, :F, :G, :I]             │ 91         │ 395             │
│ [:A, :B, :D, :F, :G, :H]             │ 86         │ 430             │
│ [:A, :B, :D, :F, :G, :H, :I]         │ 111        │ 445             │
│ [:A, :B, :D, :E]                     │ 51         │ 310             │
│ [:A, :B, :D, :E, :I]                 │ 76         │ 325             │
│ [:A, :B, :D, :E, :H]                 │ 71         │ 360             │
│ [:A, :B, :D, :E, :H, :I]             │ 96         │ 375             │
│ [:A, :B, :D, :E, :G]                 │ 58         │ 320             │
│ [:A, :B, :D, :E, :G, :I]             │ 83         │ 335             │
│ [:A, :B, :D, :E, :G, :H]             │ 78         │ 370             │
│ [:A, :B, :D, :E, :G, :H, :I]         │ 103        │ 385             │
│ [:A, :B, :D, :E, :F]                 │ 66         │ 410             │
│ [:A, :B, :D, :E, :F, :I]             │ 91         │ 425             │
│ [:A, :B, :D, :E, :F, :H]             │ 86         │ 460             │
│ [:A, :B, :D, :E, :F, :H, :I]         │ 111        │ 475             │
│ [:A, :B, :D, :E, :F, :G]             │ 73         │ 420             │
│ [:A, :B, :D, :E, :F, :G, :I]         │ 98         │ 435             │
│ [:A, :B, :D, :E, :F, :G, :H]         │ 93         │ 470             │
│ [:A, :B, :D, :E, :F, :G, :H, :I]     │ 118        │ 485             │
│ [:A, :B, :C]                         │ 48         │ 240             │
│ [:A, :B, :C, :I]                     │ 73         │ 255             │
│ [:A, :B, :C, :H]                     │ 68         │ 290             │
│ [:A, :B, :C, :H, :I]                 │ 93         │ 305             │
│ [:A, :B, :C, :G]                     │ 55         │ 250             │
│ [:A, :B, :C, :G, :I]                 │ 80         │ 265             │
│ [:A, :B, :C, :G, :H]                 │ 75         │ 300             │
│ [:A, :B, :C, :G, :H, :I]             │ 100        │ 315             │
│ [:A, :B, :C, :F]                     │ 63         │ 340             │
│ [:A, :B, :C, :F, :I]                 │ 88         │ 355             │
│ [:A, :B, :C, :F, :H]                 │ 83         │ 390             │
│ [:A, :B, :C, :F, :H, :I]             │ 108        │ 405             │
│ [:A, :B, :C, :F, :G]                 │ 70         │ 350             │
│ [:A, :B, :C, :F, :G, :I]             │ 95         │ 365             │
│ [:A, :B, :C, :F, :G, :H]             │ 90         │ 400             │
│ [:A, :B, :C, :F, :G, :H, :I]         │ 115        │ 415             │
